Plant_ID,Product Card Id,Product Name,Order_Date,Weekly_Demand,Beginning_Inventory,Weekly_Capacity,Baseline_Available_Capacity,ABC_Class,Planning_Priority,Planning_Key,Scenario,Scenario_Demand,Scenario_Capacity,Net_Demand,Allocated_Qty,Backlog,Remaining_Capacity,Allocation_Order,Allocation_Strategy,Allocation_Reason
P2,78,Nike Kids' Grade School KD VI Basketball Shoe,2017-08-13,10,11.0,1083,309,C,1,P2|78|2017-08-13,Demand_Surge_10pct,11.0,1083,0.0,0.0,0.0,1044.6,14,Priority First,No Production Required
P2,295,Fitbit The One Wireless Activity & Sleep Trac,2017-08-13,9,18.0,1083,309,C,1,P2|295|2017-08-13,Demand_Surge_10pct,9.9,1083,0.0,0.0,0.0,1044.6,15,Priority First,No Production Required
P2,306,Polar FT4 Heart Rate Monitor,2017-08-13,11,28.0,1083,309,C,1,P2|306|2017-08-13,Demand_Surge_10pct,12.1,1083,0.0,0.0,0.0,1044.6,16,Priority First,No Production Required
P2,311,Polar Loop Activity Tracker,2017-08-13,1,3.0,1083,309,C,1,P2|311|2017-08-13,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1044.6,17,Priority First,No Production Required
P2,625,Nike Men's Kobe IX Elite Low Basketball Shoe,2017-08-13,3,9.0,1083,309,C,1,P2|625|2017-08-13,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1044.6,18,Priority First,No Production Required
P2,646,Merrell Women's Grassbow Sport Hiking Shoe,2017-08-13,1,28.0,1083,309,C,1,P2|646|2017-08-13,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1044.6,19,Priority First,No Production Required
P2,652,Merrell Women's Grassbow Sport Waterproof Hik,2017-08-13,1,8.0,1083,309,C,1,P2|652|2017-08-13,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1044.6,20,Priority First,No Production Required
P2,666,Merrell Men's All Out Flash Trail Running Sho,2017-08-13,3,12.0,1083,309,C,1,P2|666|2017-08-13,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1044.6,21,Priority First,No Production Required
P2,691,MDGolf Pittsburgh Penguins Putter,2017-08-13,16,22.0,1083,309,C,1,P2|691|2017-08-13,Demand_Surge_10pct,17.6,1083,0.0,0.0,0.0,1044.6,22,Priority First,No Production Required
P2,705,Cleveland Golf Women's 588 RTX CB Satin Chrom,2017-08-13,2,10.0,1083,309,C,1,P2|705|2017-08-13,Demand_Surge_10pct,2.2,1083,0.0,0.0,0.0,1044.6,23,Priority First,No Production Required
P2,715,TaylorMade Women's RBZ SL Rescue,2017-08-13,6,10.0,1083,309,C,1,P2|715|2017-08-13,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1044.6,24,Priority First,No Production Required
P2,724,LIJA Women's Mid-Length Panel Golf Shorts,2017-08-13,8,32.0,1083,309,C,1,P2|724|2017-08-13,Demand_Surge_10pct,8.8,1083,0.0,0.0,0.0,1044.6,25,Priority First,No Production Required
P2,725,LIJA Women's Button Golf Dress,2017-08-13,4,11.0,1083,309,C,1,P2|725|2017-08-13,Demand_Surge_10pct,4.4,1083,0.0,0.0,0.0,1044.6,26,Priority First,No Production Required
P2,730,LIJA Women's Argyle Golf Polo,2017-08-13,5,13.0,1083,309,C,1,P2|730|2017-08-13,Demand_Surge_10pct,5.5,1083,0.0,0.0,0.0,1044.6,27,Priority First,No Production Required
P2,773,Titleist Small Wheeled Travel Cover,2017-08-13,1,2.0,1083,309,C,1,P2|773|2017-08-13,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1044.6,28,Priority First,No Production Required
P2,858,GolfBuddy VT3 GPS Watch,2017-08-13,1,8.0,1083,309,C,1,P2|858|2017-08-13,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1044.6,29,Priority First,No Production Required
P2,502,Nike Men's Dri-FIT Victory Golf Polo,2017-08-20,403,2368.0,1083,291,A,3,P2|502|2017-08-20,Demand_Surge_10pct,443.3,1083,0.0,0.0,0.0,1083.0,1,Priority First,No Production Required
P2,627,Under Armour Girls' Toddler Spine Surge Runni,2017-08-20,228,1207.0,1083,291,A,3,P2|627|2017-08-20,Demand_Surge_10pct,250.8,1083,0.0,0.0,0.0,1083.0,2,Priority First,No Production Required
P2,691,MDGolf Pittsburgh Penguins Putter,2017-08-20,7,6.0,1083,291,C,1,P2|691|2017-08-20,Demand_Surge_10pct,7.700000000000001,1083,1.700000000000001,1.700000000000001,0.0,1081.3,3,Priority First,Demand Fully Satisfied
P2,715,TaylorMade Women's RBZ SL Rescue,2017-08-20,4,4.0,1083,291,C,1,P2|715|2017-08-20,Demand_Surge_10pct,4.4,1083,0.40000000000000036,0.40000000000000036,0.0,1080.8999999999999,4,Priority First,Demand Fully Satisfied
P2,19,Nike Men's Fingertrap Max Training Shoe,2017-08-20,6,10.0,1083,291,C,1,P2|19|2017-08-20,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1080.8999999999999,5,Priority First,No Production Required
P2,24,Elevation Training Mask 2.0,2017-08-20,7,19.0,1083,291,C,1,P2|24|2017-08-20,Demand_Surge_10pct,7.700000000000001,1083,0.0,0.0,0.0,1080.8999999999999,6,Priority First,No Production Required
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-20,4,9.0,1083,291,C,1,P2|35|2017-08-20,Demand_Surge_10pct,4.4,1083,0.0,0.0,0.0,1080.8999999999999,7,Priority First,No Production Required
P2,78,Nike Kids' Grade School KD VI Basketball Shoe,2017-08-20,3,28.0,1083,291,C,1,P2|78|2017-08-20,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1080.8999999999999,8,Priority First,No Production Required
P2,295,Fitbit The One Wireless Activity & Sleep Trac,2017-08-20,13,28.0,1083,291,C,1,P2|295|2017-08-20,Demand_Surge_10pct,14.3,1083,0.0,0.0,0.0,1080.8999999999999,9,Priority First,No Production Required
P2,305,Mio ALPHA Heart Rate Monitor/Sport Watch,2017-08-20,3,10.0,1083,291,C,1,P2|305|2017-08-20,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1080.8999999999999,10,Priority First,No Production Required
P2,306,Polar FT4 Heart Rate Monitor,2017-08-20,11,17.0,1083,291,C,1,P2|306|2017-08-20,Demand_Surge_10pct,12.1,1083,0.0,0.0,0.0,1080.8999999999999,11,Priority First,No Production Required
P2,311,Polar Loop Activity Tracker,2017-08-20,6,8.0,1083,291,C,1,P2|311|2017-08-20,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1080.8999999999999,12,Priority First,No Production Required
P2,607,Garmin Approach S3 Golf GPS Watch,2017-08-20,6,12.0,1083,291,C,1,P2|607|2017-08-20,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1080.8999999999999,13,Priority First,No Production Required
P2,625,Nike Men's Kobe IX Elite Low Basketball Shoe,2017-08-20,5,6.0,1083,291,C,1,P2|625|2017-08-20,Demand_Surge_10pct,5.5,1083,0.0,0.0,0.0,1080.8999999999999,14,Priority First,No Production Required
P2,646,Merrell Women's Grassbow Sport Hiking Shoe,2017-08-20,7,27.0,1083,291,C,1,P2|646|2017-08-20,Demand_Surge_10pct,7.700000000000001,1083,0.0,0.0,0.0,1080.8999999999999,15,Priority First,No Production Required
P2,647,Merrell Women's Siren Mid Waterproof Hiking B,2017-08-20,1,10.0,1083,291,C,1,P2|647|2017-08-20,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1080.8999999999999,16,Priority First,No Production Required
P2,652,Merrell Women's Grassbow Sport Waterproof Hik,2017-08-20,2,7.0,1083,291,C,1,P2|652|2017-08-20,Demand_Surge_10pct,2.2,1083,0.0,0.0,0.0,1080.8999999999999,17,Priority First,No Production Required
P2,666,Merrell Men's All Out Flash Trail Running Sho,2017-08-20,7,9.0,1083,291,C,1,P2|666|2017-08-20,Demand_Surge_10pct,7.700000000000001,1083,0.0,0.0,0.0,1080.8999999999999,18,Priority First,No Production Required
P2,671,Cleveland Golf Collegiate My Custom Wedge 588,2017-08-20,3,10.0,1083,291,C,1,P2|671|2017-08-20,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1080.8999999999999,19,Priority First,No Production Required
P2,677,TaylorMade White Smoke IN-12 Putter,2017-08-20,12,29.0,1083,291,C,1,P2|677|2017-08-20,Demand_Surge_10pct,13.2,1083,0.0,0.0,0.0,1080.8999999999999,20,Priority First,No Production Required
P2,705,Cleveland Golf Women's 588 RTX CB Satin Chrom,2017-08-20,3,8.0,1083,291,C,1,P2|705|2017-08-20,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1080.8999999999999,21,Priority First,No Production Required
P2,724,LIJA Women's Mid-Length Panel Golf Shorts,2017-08-20,13,24.0,1083,291,C,1,P2|724|2017-08-20,Demand_Surge_10pct,14.3,1083,0.0,0.0,0.0,1080.8999999999999,22,Priority First,No Production Required
P2,725,LIJA Women's Button Golf Dress,2017-08-20,6,7.0,1083,291,C,1,P2|725|2017-08-20,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1080.8999999999999,23,Priority First,No Production Required
P2,730,LIJA Women's Argyle Golf Polo,2017-08-20,13,29.0,1083,291,C,1,P2|730|2017-08-20,Demand_Surge_10pct,14.3,1083,0.0,0.0,0.0,1080.8999999999999,24,Priority First,No Production Required
P2,743,Ogio Race Golf Shoes,2017-08-20,6,10.0,1083,291,C,1,P2|743|2017-08-20,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1080.8999999999999,25,Priority First,No Production Required
P2,773,Titleist Small Wheeled Travel Cover,2017-08-20,0,8.0,1083,291,C,1,P2|773|2017-08-20,Demand_Surge_10pct,0.0,1083,0.0,0.0,0.0,1080.8999999999999,26,Priority First,No Production Required
P2,777,Bag Boy M330 Push Cart,2017-08-20,6,30.0,1083,291,C,1,P2|777|2017-08-20,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1080.8999999999999,27,Priority First,No Production Required
P2,786,TaylorMade 2014 Purelite Stand Bag,2017-08-20,4,10.0,1083,291,C,1,P2|786|2017-08-20,Demand_Surge_10pct,4.4,1083,0.0,0.0,0.0,1080.8999999999999,28,Priority First,No Production Required
P2,858,GolfBuddy VT3 GPS Watch,2017-08-20,3,7.0,1083,291,C,1,P2|858|2017-08-20,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,1080.8999999999999,29,Priority First,No Production Required
P2,502,Nike Men's Dri-FIT Victory Golf Polo,2017-08-27,470,1965.0,1083,270,A,3,P2|502|2017-08-27,Demand_Surge_10pct,517.0,1083,0.0,0.0,0.0,1083.0,1,Priority First,No Production Required
P2,627,Under Armour Girls' Toddler Spine Surge Runni,2017-08-27,188,979.0,1083,270,A,3,P2|627|2017-08-27,Demand_Surge_10pct,206.8,1083,0.0,0.0,0.0,1083.0,2,Priority First,No Production Required
P2,691,MDGolf Pittsburgh Penguins Putter,2017-08-27,9,0.0,1083,270,C,1,P2|691|2017-08-27,Demand_Surge_10pct,9.9,1083,9.9,9.9,0.0,1073.1,3,Priority First,Demand Fully Satisfied
P2,306,Polar FT4 Heart Rate Monitor,2017-08-27,13,6.0,1083,270,C,1,P2|306|2017-08-27,Demand_Surge_10pct,14.3,1083,8.3,8.3,0.0,1064.8,4,Priority First,Demand Fully Satisfied
P2,295,Fitbit The One Wireless Activity & Sleep Trac,2017-08-27,19,15.0,1083,270,C,1,P2|295|2017-08-27,Demand_Surge_10pct,20.9,1083,5.899999999999999,5.899999999999999,0.0,1058.8999999999999,5,Priority First,Demand Fully Satisfied
P2,715,TaylorMade Women's RBZ SL Rescue,2017-08-27,5,0.0,1083,270,C,1,P2|715|2017-08-27,Demand_Surge_10pct,5.5,1083,5.5,5.5,0.0,1053.3999999999999,6,Priority First,Demand Fully Satisfied
P2,625,Nike Men's Kobe IX Elite Low Basketball Shoe,2017-08-27,4,1.0,1083,270,C,1,P2|625|2017-08-27,Demand_Surge_10pct,4.4,1083,3.4000000000000004,3.4000000000000004,0.0,1049.9999999999998,7,Priority First,Demand Fully Satisfied
P2,311,Polar Loop Activity Tracker,2017-08-27,4,2.0,1083,270,C,1,P2|311|2017-08-27,Demand_Surge_10pct,4.4,1083,2.4000000000000004,2.4000000000000004,0.0,1047.5999999999997,8,Priority First,Demand Fully Satisfied
P2,666,Merrell Men's All Out Flash Trail Running Sho,2017-08-27,4,2.0,1083,270,C,1,P2|666|2017-08-27,Demand_Surge_10pct,4.4,1083,2.4000000000000004,2.4000000000000004,0.0,1045.1999999999996,9,Priority First,Demand Fully Satisfied
P2,705,Cleveland Golf Women's 588 RTX CB Satin Chrom,2017-08-27,6,5.0,1083,270,C,1,P2|705|2017-08-27,Demand_Surge_10pct,6.6000000000000005,1083,1.6000000000000005,1.6000000000000005,0.0,1043.5999999999997,10,Priority First,Demand Fully Satisfied
P2,858,GolfBuddy VT3 GPS Watch,2017-08-27,5,4.0,1083,270,C,1,P2|858|2017-08-27,Demand_Surge_10pct,5.5,1083,1.5,1.5,0.0,1042.0999999999997,11,Priority First,Demand Fully Satisfied
P2,35,adidas Brazuca 2014 Official Match Ball,2017-08-27,5,5.0,1083,270,C,1,P2|35|2017-08-27,Demand_Surge_10pct,5.5,1083,0.5,0.5,0.0,1041.5999999999997,12,Priority First,Demand Fully Satisfied
P2,19,Nike Men's Fingertrap Max Training Shoe,2017-08-27,4,4.0,1083,270,C,1,P2|19|2017-08-27,Demand_Surge_10pct,4.4,1083,0.40000000000000036,0.40000000000000036,0.0,1041.1999999999996,13,Priority First,Demand Fully Satisfied
P2,725,LIJA Women's Button Golf Dress,2017-08-27,1,1.0,1083,270,C,1,P2|725|2017-08-27,Demand_Surge_10pct,1.1,1083,0.10000000000000009,0.10000000000000009,0.0,1041.0999999999997,14,Priority First,Demand Fully Satisfied
P2,24,Elevation Training Mask 2.0,2017-08-27,8,12.0,1083,270,C,1,P2|24|2017-08-27,Demand_Surge_10pct,8.8,1083,0.0,0.0,0.0,1041.0999999999997,15,Priority First,No Production Required
P2,78,Nike Kids' Grade School KD VI Basketball Shoe,2017-08-27,12,25.0,1083,270,C,1,P2|78|2017-08-27,Demand_Surge_10pct,13.2,1083,0.0,0.0,0.0,1041.0999999999997,16,Priority First,No Production Required
P2,305,Mio ALPHA Heart Rate Monitor/Sport Watch,2017-08-27,2,7.0,1083,270,C,1,P2|305|2017-08-27,Demand_Surge_10pct,2.2,1083,0.0,0.0,0.0,1041.0999999999997,17,Priority First,No Production Required
P2,607,Garmin Approach S3 Golf GPS Watch,2017-08-27,4,6.0,1083,270,C,1,P2|607|2017-08-27,Demand_Surge_10pct,4.4,1083,0.0,0.0,0.0,1041.0999999999997,18,Priority First,No Production Required
P2,646,Merrell Women's Grassbow Sport Hiking Shoe,2017-08-27,9,20.0,1083,270,C,1,P2|646|2017-08-27,Demand_Surge_10pct,9.9,1083,0.0,0.0,0.0,1041.0999999999997,19,Priority First,No Production Required
P2,647,Merrell Women's Siren Mid Waterproof Hiking B,2017-08-27,5,9.0,1083,270,C,1,P2|647|2017-08-27,Demand_Surge_10pct,5.5,1083,0.0,0.0,0.0,1041.0999999999997,20,Priority First,No Production Required
P2,652,Merrell Women's Grassbow Sport Waterproof Hik,2017-08-27,4,5.0,1083,270,C,1,P2|652|2017-08-27,Demand_Surge_10pct,4.4,1083,0.0,0.0,0.0,1041.0999999999997,21,Priority First,No Production Required
P2,671,Cleveland Golf Collegiate My Custom Wedge 588,2017-08-27,2,7.0,1083,270,C,1,P2|671|2017-08-27,Demand_Surge_10pct,2.2,1083,0.0,0.0,0.0,1041.0999999999997,22,Priority First,No Production Required
P2,677,TaylorMade White Smoke IN-12 Putter,2017-08-27,6,17.0,1083,270,C,1,P2|677|2017-08-27,Demand_Surge_10pct,6.6000000000000005,1083,0.0,0.0,0.0,1041.0999999999997,23,Priority First,No Production Required
P2,724,LIJA Women's Mid-Length Panel Golf Shorts,2017-08-27,1,11.0,1083,270,C,1,P2|724|2017-08-27,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,1041.0999999999997,24,Priority First,No Production Required
P2,730,LIJA Women's Argyle Golf Polo,2017-08-27,12,16.0,1083,270,C,1,P2|730|2017-08-27,Demand_Surge_10pct,13.2,1083,0.0,0.0,0.0,1041.0999999999997,25,Priority First,No Production Required
P2,743,Ogio Race Golf Shoes,2017-08-27,0,4.0,1083,270,C,1,P2|743|2017-08-27,Demand_Surge_10pct,0.0,1083,0.0,0.0,0.0,1041.0999999999997,26,Priority First,No Production Required
P2,773,Titleist Small Wheeled Travel Cover,2017-08-27,5,8.0,1083,270,C,1,P2|773|2017-08-27,Demand_Surge_10pct,5.5,1083,0.0,0.0,0.0,1041.0999999999997,27,Priority First,No Production Required
P2,777,Bag Boy M330 Push Cart,2017-08-27,4,24.0,1083,270,C,1,P2|777|2017-08-27,Demand_Surge_10pct,4.4,1083,0.0,0.0,0.0,1041.0999999999997,28,Priority First,No Production Required
P2,786,TaylorMade 2014 Purelite Stand Bag,2017-08-27,2,6.0,1083,270,C,1,P2|786|2017-08-27,Demand_Surge_10pct,2.2,1083,0.0,0.0,0.0,1041.0999999999997,29,Priority First,No Production Required
P2,502,Nike Men's Dri-FIT Victory Golf Polo,2017-09-03,447,1495.0,1083,226,A,3,P2|502|2017-09-03,Demand_Surge_10pct,491.7000000000001,1083,0.0,0.0,0.0,1083.0,1,Priority First,No Production Required
P2,627,Under Armour Girls' Toddler Spine Surge Runni,2017-09-03,239,791.0,1083,226,A,3,P2|627|2017-09-03,Demand_Surge_10pct,262.90000000000003,1083,0.0,0.0,0.0,1083.0,2,Priority First,No Production Required
P2,306,Polar FT4 Heart Rate Monitor,2017-09-03,17,0.0,1083,226,C,1,P2|306|2017-09-03,Demand_Surge_10pct,18.700000000000003,1083,18.700000000000003,18.700000000000003,0.0,1064.3,3,Priority First,Demand Fully Satisfied
P2,691,MDGolf Pittsburgh Penguins Putter,2017-09-03,16,0.0,1083,226,C,1,P2|691|2017-09-03,Demand_Surge_10pct,17.6,1083,17.6,17.6,0.0,1046.7,4,Priority First,Demand Fully Satisfied
P2,724,LIJA Women's Mid-Length Panel Golf Shorts,2017-09-03,21,10.0,1083,226,C,1,P2|724|2017-09-03,Demand_Surge_10pct,23.1,1083,13.100000000000001,13.100000000000001,0.0,1033.6000000000001,5,Priority First,Demand Fully Satisfied
P2,646,Merrell Women's Grassbow Sport Hiking Shoe,2017-09-03,21,11.0,1083,226,C,1,P2|646|2017-09-03,Demand_Surge_10pct,23.1,1083,12.100000000000001,12.100000000000001,0.0,1021.5000000000001,6,Priority First,Demand Fully Satisfied
P2,730,LIJA Women's Argyle Golf Polo,2017-09-03,11,4.0,1083,226,C,1,P2|730|2017-09-03,Demand_Surge_10pct,12.1,1083,8.1,8.1,0.0,1013.4000000000001,7,Priority First,Demand Fully Satisfied
P2,19,Nike Men's Fingertrap Max Training Shoe,2017-09-03,5,0.0,1083,226,C,1,P2|19|2017-09-03,Demand_Surge_10pct,5.5,1083,5.5,5.5,0.0,1007.9000000000001,8,Priority First,Demand Fully Satisfied
P2,705,Cleveland Golf Women's 588 RTX CB Satin Chrom,2017-09-03,5,0.0,1083,226,C,1,P2|705|2017-09-03,Demand_Surge_10pct,5.5,1083,5.5,5.5,0.0,1002.4000000000001,9,Priority First,Demand Fully Satisfied
P2,607,Garmin Approach S3 Golf GPS Watch,2017-09-03,6,2.0,1083,226,C,1,P2|607|2017-09-03,Demand_Surge_10pct,6.6000000000000005,1083,4.6000000000000005,4.6000000000000005,0.0,997.8000000000001,10,Priority First,Demand Fully Satisfied
P2,295,Fitbit The One Wireless Activity & Sleep Trac,2017-09-03,4,0.0,1083,226,C,1,P2|295|2017-09-03,Demand_Surge_10pct,4.4,1083,4.4,4.4,0.0,993.4000000000001,11,Priority First,Demand Fully Satisfied
P2,625,Nike Men's Kobe IX Elite Low Basketball Shoe,2017-09-03,4,0.0,1083,226,C,1,P2|625|2017-09-03,Demand_Surge_10pct,4.4,1083,4.4,4.4,0.0,989.0000000000001,12,Priority First,Demand Fully Satisfied
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-03,3,0.0,1083,226,C,1,P2|35|2017-09-03,Demand_Surge_10pct,3.3000000000000003,1083,3.3000000000000003,3.3000000000000003,0.0,985.7000000000002,13,Priority First,Demand Fully Satisfied
P2,725,LIJA Women's Button Golf Dress,2017-09-03,3,0.0,1083,226,C,1,P2|725|2017-09-03,Demand_Surge_10pct,3.3000000000000003,1083,3.3000000000000003,3.3000000000000003,0.0,982.4000000000002,14,Priority First,Demand Fully Satisfied
P2,24,Elevation Training Mask 2.0,2017-09-03,6,4.0,1083,226,C,1,P2|24|2017-09-03,Demand_Surge_10pct,6.6000000000000005,1083,2.6000000000000005,2.6000000000000005,0.0,979.8000000000002,15,Priority First,Demand Fully Satisfied
P2,652,Merrell Women's Grassbow Sport Waterproof Hik,2017-09-03,3,1.0,1083,226,C,1,P2|652|2017-09-03,Demand_Surge_10pct,3.3000000000000003,1083,2.3000000000000003,2.3000000000000003,0.0,977.5000000000002,16,Priority First,Demand Fully Satisfied
P2,666,Merrell Men's All Out Flash Trail Running Sho,2017-09-03,2,0.0,1083,226,C,1,P2|666|2017-09-03,Demand_Surge_10pct,2.2,1083,2.2,2.2,0.0,975.3000000000002,17,Priority First,Demand Fully Satisfied
P2,715,TaylorMade Women's RBZ SL Rescue,2017-09-03,2,0.0,1083,226,C,1,P2|715|2017-09-03,Demand_Surge_10pct,2.2,1083,2.2,2.2,0.0,973.1000000000001,18,Priority First,Demand Fully Satisfied
P2,647,Merrell Women's Siren Mid Waterproof Hiking B,2017-09-03,5,4.0,1083,226,C,1,P2|647|2017-09-03,Demand_Surge_10pct,5.5,1083,1.5,1.5,0.0,971.6000000000001,19,Priority First,Demand Fully Satisfied
P2,786,TaylorMade 2014 Purelite Stand Bag,2017-09-03,5,4.0,1083,226,C,1,P2|786|2017-09-03,Demand_Surge_10pct,5.5,1083,1.5,1.5,0.0,970.1000000000001,20,Priority First,Demand Fully Satisfied
P2,858,GolfBuddy VT3 GPS Watch,2017-09-03,1,0.0,1083,226,C,1,P2|858|2017-09-03,Demand_Surge_10pct,1.1,1083,1.1,1.1,0.0,969.0000000000001,21,Priority First,Demand Fully Satisfied
P2,773,Titleist Small Wheeled Travel Cover,2017-09-03,3,3.0,1083,226,C,1,P2|773|2017-09-03,Demand_Surge_10pct,3.3000000000000003,1083,0.30000000000000027,0.30000000000000027,0.0,968.7000000000002,22,Priority First,Demand Fully Satisfied
P2,78,Nike Kids' Grade School KD VI Basketball Shoe,2017-09-03,1,13.0,1083,226,C,1,P2|78|2017-09-03,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,968.7000000000002,23,Priority First,No Production Required
P2,305,Mio ALPHA Heart Rate Monitor/Sport Watch,2017-09-03,2,5.0,1083,226,C,1,P2|305|2017-09-03,Demand_Surge_10pct,2.2,1083,0.0,0.0,0.0,968.7000000000002,24,Priority First,No Production Required
P2,311,Polar Loop Activity Tracker,2017-09-03,0,0.0,1083,226,C,1,P2|311|2017-09-03,Demand_Surge_10pct,0.0,1083,0.0,0.0,0.0,968.7000000000002,25,Priority First,No Production Required
P2,671,Cleveland Golf Collegiate My Custom Wedge 588,2017-09-03,1,5.0,1083,226,C,1,P2|671|2017-09-03,Demand_Surge_10pct,1.1,1083,0.0,0.0,0.0,968.7000000000002,26,Priority First,No Production Required
P2,677,TaylorMade White Smoke IN-12 Putter,2017-09-03,8,11.0,1083,226,C,1,P2|677|2017-09-03,Demand_Surge_10pct,8.8,1083,0.0,0.0,0.0,968.7000000000002,27,Priority First,No Production Required
P2,743,Ogio Race Golf Shoes,2017-09-03,3,4.0,1083,226,C,1,P2|743|2017-09-03,Demand_Surge_10pct,3.3000000000000003,1083,0.0,0.0,0.0,968.7000000000002,28,Priority First,No Production Required
P2,777,Bag Boy M330 Push Cart,2017-09-03,13,20.0,1083,226,C,1,P2|777|2017-09-03,Demand_Surge_10pct,14.3,1083,0.0,0.0,0.0,968.7000000000002,29,Priority First,No Production Required
P2,502,Nike Men's Dri-FIT Victory Golf Polo,2017-09-10,452,2791.0,1083,233,A,3,P2|502|2017-09-10,Demand_Surge_10pct,497.2000000000001,1083,0.0,0.0,0.0,1083.0,1,Priority First,No Production Required
P2,627,Under Armour Girls' Toddler Spine Surge Runni,2017-09-10,233,1407.0,1083,233,A,3,P2|627|2017-09-10,Demand_Surge_10pct,256.3,1083,0.0,0.0,0.0,1083.0,2,Priority First,No Production Required
P2,295,Fitbit The One Wireless Activity & Sleep Trac,2017-09-10,20,0.0,1083,233,C,1,P2|295|2017-09-10,Demand_Surge_10pct,22.0,1083,22.0,22.0,0.0,1061.0,3,Priority First,Demand Fully Satisfied
P2,730,LIJA Women's Argyle Golf Polo,2017-09-10,15,0.0,1083,233,C,1,P2|730|2017-09-10,Demand_Surge_10pct,16.5,1083,16.5,16.5,0.0,1044.5,4,Priority First,Demand Fully Satisfied
P2,677,TaylorMade White Smoke IN-12 Putter,2017-09-10,13,3.0,1083,233,C,1,P2|677|2017-09-10,Demand_Surge_10pct,14.3,1083,11.3,11.3,0.0,1033.2,5,Priority First,Demand Fully Satisfied
P2,777,Bag Boy M330 Push Cart,2017-09-10,16,7.0,1083,233,C,1,P2|777|2017-09-10,Demand_Surge_10pct,17.6,1083,10.600000000000001,10.600000000000001,0.0,1022.6,6,Priority First,Demand Fully Satisfied
P2,773,Titleist Small Wheeled Travel Cover,2017-09-10,7,0.0,1083,233,C,1,P2|773|2017-09-10,Demand_Surge_10pct,7.700000000000001,1083,7.700000000000001,7.700000000000001,0.0,1014.9,7,Priority First,Demand Fully Satisfied
P2,78,Nike Kids' Grade School KD VI Basketball Shoe,2017-09-10,15,12.0,1083,233,C,1,P2|78|2017-09-10,Demand_Surge_10pct,16.5,1083,4.5,4.5,0.0,1010.4,8,Priority First,Demand Fully Satisfied
P2,311,Polar Loop Activity Tracker,2017-09-10,4,0.0,1083,233,C,1,P2|311|2017-09-10,Demand_Surge_10pct,4.4,1083,4.4,4.4,0.0,1006.0,9,Priority First,Demand Fully Satisfied
P2,305,Mio ALPHA Heart Rate Monitor/Sport Watch,2017-09-10,6,3.0,1083,233,C,1,P2|305|2017-09-10,Demand_Surge_10pct,6.6000000000000005,1083,3.6000000000000005,3.6000000000000005,0.0,1002.4,10,Priority First,Demand Fully Satisfied
P2,19,Nike Men's Fingertrap Max Training Shoe,2017-09-10,3,0.0,1083,233,C,1,P2|19|2017-09-10,Demand_Surge_10pct,3.3000000000000003,1083,3.3000000000000003,3.3000000000000003,0.0,999.1,11,Priority First,Demand Fully Satisfied
P2,607,Garmin Approach S3 Golf GPS Watch,2017-09-10,3,0.0,1083,233,C,1,P2|607|2017-09-10,Demand_Surge_10pct,3.3000000000000003,1083,3.3000000000000003,3.3000000000000003,0.0,995.8000000000001,12,Priority First,Demand Fully Satisfied
P2,35,adidas Brazuca 2014 Official Match Ball,2017-09-10,2,0.0,1083,233,C,1,P2|35|2017-09-10,Demand_Surge_10pct,2.2,1083,2.2,2.2,0.0,993.6,13,Priority First,Demand Fully Satisfied
P2,647,Merrell Women's Siren Mid Waterproof Hiking B,2017-09-10,2,0.0,1083,233,C,1,P2|647|2017-09-10,Demand_Surge_10pct,2.2,1083,2.2,2.2,0.0,991.4,14,Priority First,Demand Fully Satisfied
P2,786,TaylorMade 2014 Purelite Stand Bag,2017-09-10,1,0.0,1083,233,C,1,P2|786|2017-09-10,Demand_Surge_10pct,1.1,1083,1.1,1.1,0.0,990.3,15,Priority First,Demand Fully Satisfied
